Collection,Marketin_expense,Production_expense,Multiplex_coverage,Budget,Movie_length,Lead_ Actor_Rating,Lead_Actress_rating,Director_rating,Producer_rating,Critic_rating,Trailer_views,Time_taken,Twitter_hastags,Genre,Avg_age_actors,MPAA_film_rating,Num_multiplex,3D_available
16400,323.544,91.2,0.26,34174.36,173.5,8.995,9.07,9.015,9.095,6.96,321678,197.28,221.312,Comedy,60,PG,674,NO
16800,293.562,91.2,0.26,32968.925,161.4,9.075,9.195,9.065,9.025,6.96,257073,191.36,281.344,Comedy,57,PG,712,YES
25600,207.8126,91.2,0.26,31257.985,167.4,9.065,9.14,8.995,9.165,6.96,334563,169.12,302.048,Comedy,50,PG,731,YES
21000,461.022,91.2,0.26,32318.99,165.9,8.985,9.17,9.02,9.095,7.96,360183,,241.68,Comedy,38,PG,753,NO
34200,214.4836,91.2,0.26,35585.33,170.7,8.835,9.015,8.92,9.095,6.96,373307,184.84,302.736,Action,58,PG,775,YES
29600,133.3274,91.2,0.26,34546.545,173.5,8.96,9.015,8.985,9.03,7.96,393382,141.92,282.368,Thriller,54,PG,772,NO
30800,219.3308,91.2,0.26,36024.175,173.5,8.855,9.1,8.9,9.19,6.96,387633,132.16,282.464,Thriller,21,PG,670,NO
21600,276.046,91.2,0.26,32518.97,170.1,9.035,9.105,8.965,9.1,7.96,346747,110.32,241.728,Action,34,PG,654,NO
23600,233.436,91.2,0.26,35879.745,168.3,8.9,9.15,8.995,8.98,6.96,342695,106.72,241.888,Thriller,28,PG,762,YES
29800,145.7614,91.2,0.26,35224.255,169.9,8.885,8.98,8.89,9.105,7.96,401882,203.96,302.384,Comedy,41,PG,707,NO
25200,218.497,91.2,0.26,34724.305,170.1,8.745,8.995,8.885,8.98,7.96,397006,195.04,222.016,Comedy,37,PG,650,YES
28200,206.5818,91.2,0.287,34357.675,172.2,8.785,8.9,8.815,8.98,6.96,416481,181.64,262.256,Comedy,52,PG,680,YES
26000,170.5202,91.2,0.287,35646.435,171.8,8.75,8.945,8.905,9.03,6.96,400065,161.2,242.08,Comedy,27,PG,735,YES
26800,154.3544,91.2,0.287,37490.695,166.1,8.8,8.945,8.815,8.8,7.96,401512,181.36,262.144,Drama,59,PG,614,YES
30400,128.8228,91.2,0.287,36968.525,171.7,8.745,8.885,8.675,8.985,6.96,390279,162.08,222.432,Comedy,41,PG,614,YES
32200,121.8034,91.2,0.287,34979.835,165.3,8.76,8.87,8.815,8.82,7.96,411619,134.44,302.576,Comedy,21,PG,646,NO
35600,184.9618,91.2,0.287,41068.115,172.8,8.615,8.845,8.68,8.955,6.96,407077,119.12,222.848,Thriller,42,PG,692,YES
28800,210.2726,91.2,0.287,37374.04,167.6,8.75,8.9,8.625,8.73,6.96,402950,117.76,282.304,Thriller,34,PG,661,NO
28200,115.0474,91.2,0.287,36246.375,160,8.695,8.79,8.63,9.015,6.96,408819,155.64,282.256,Thriller,36,PG,620,NO
25400,113.3766,91.2,0.287,33196.68,161.4,8.675,8.85,8.61,8.705,6.96,369607,143.08,302.032,Thriller,31,PG,638,NO
27000,184.0116,91.2,0.287,32974.48,153.8,8.57,8.755,8.595,8.52,7.96,402267,177.4,262.16,Comedy,46,PG,749,NO
29800,175.0446,91.2,0.287,35002.055,157.2,8.45,8.715,8.59,8.675,7.96,425095,111.96,302.384,Thriller,39,PG,650,NO
40000,156.0234,91.2,0.287,33779.955,157.9,8.63,8.76,8.6,8.575,7.96,438369,108,283.2,Drama,27,PG,727,YES
32800,116.2426,91.2,0.287,37224.055,163.5,8.55,8.81,8.685,8.76,7.96,401242,188.56,242.624,Thriller,29,PG,609,YES
35400,93.8622,91.2,0.287,35418.68,161.9,8.59,8.885,8.705,8.69,7.96,416540,197.08,262.832,Comedy,24,PG,630,YES
39000,153.0984,91.2,0.287,35090.935,156.5,8.48,8.785,8.6,8.665,7.96,455177,117.8,303.12,Thriller,22,PG,708,NO
40400,136.423,91.2,0.287,36179.715,163.4,8.47,8.695,8.58,8.65,6.96,474433,176.08,303.232,Comedy,30,PG,752,YES
42800,176.7864,91.2,0.345,34490.995,138.9,8.42,8.56,8.45,8.64,7.96,456948,156.56,223.424,Action,55,PG,577,NO
39800,83.272,91.2,0.345,31991.245,121.7,8.37,8.595,8.365,8.54,6.96,431316,199.96,243.184,Comedy,43,PG,660,NO
38000,95.4996,91.2,0.345,33063.36,158.2,8.435,8.73,8.46,8.63,7.96,389121,167.6,203.04,Comedy,21,PG,572,YES
38200,108.4456,91.2,0.416,33346.665,168,8.68,8.895,8.575,8.77,7.96,354464,189.64,263.056,Action,21,PG,506,NO
38200,331.514,91.2,0.42,32918.93,144.5,8.52,8.55,8.44,8.67,6.96,383739,117.64,303.056,Comedy,28,PG,494,NO
40200,281.502,91.2,0.42,31735.715,130.2,8.49,8.705,8.44,8.715,6.96,437878,126.04,263.216,Comedy,27,PG,512,NO
39800,106.9758,91.2,0.42,34257.685,157.5,8.39,8.515,8.47,8.555,7.96,399291,111.96,243.184,Thriller,36,PG,638,NO
39200,100.7682,91.2,0.468,34602.095,164.2,8.36,8.605,8.415,8.425,6.96,455983,173.84,263.136,Action,52,PG,475,YES
46400,91.3736,91.2,0.42,35757.535,148.5,8.48,8.685,8.495,8.55,7.96,421532,169.28,303.712,Action,39,PG,635,YES
59600,112.9378,91.2,0.386,38773.9,141.1,8.615,8.825,8.73,8.765,6.96,469624,147.92,304.768,Action,56,PG,630,YES
27600,181.1158,91.2,0.416,30146.985,168.9,8.695,8.835,8.72,8.895,7.96,418266,181.52,222.208,Action,47,PG,498,NO
26600,147.8624,91.2,0.416,34229.91,170.9,8.75,8.915,8.75,9.175,7.96,348948,181.32,222.128,Drama,27,PG,631,YES
33400,117.4282,91.2,0.386,36018.62,167.1,8.71,8.85,8.76,9.075,7.96,373575,122.68,282.672,Thriller,22,PG,567,YES
24000,320.468,91.2,0.386,29463.72,170.8,8.86,9.005,8.795,9.135,6.96,340338,186.8,301.92,Drama,39,PG,620,NO
29200,224.66,91.2,0.386,34357.675,170.2,8.855,9.01,8.82,8.975,7.96,382809,105.84,302.336,Drama,60,PG,653,YES
42800,306.674,91.2,0.386,34602.095,161.5,8.865,9.09,8.96,9.185,6.96,457225,122.56,203.424,Thriller,32,PG,632,NO
46000,136.4802,91.2,0.468,34674.31,138.2,8.26,8.31,8.14,8.445,6.96,471764,171.2,263.68,Thriller,22,PG,461,NO
47400,134.1636,91.2,0.468,37496.25,148.4,8.28,8.37,8.31,8.38,7.96,488266,139.48,303.792,Comedy,46,PG,470,NO
50000,134.6232,91.2,0.468,39223.855,150.5,8.165,8.335,8.27,8.41,6.96,517077,110,224,Drama,29,PG,584,NO
43600,76.3676,91.2,0.468,32007.91,113.8,7.795,8.055,7.875,8.075,7.96,481869,192.72,283.488,Action,57,PG,483,NO
41200,67.5714,91.2,0.417,32613.405,115.4,8.035,8.22,8.115,8.185,7.96,438045,162.24,243.296,Drama,31,PG,609,YES
42400,93.4734,91.2,0.417,35063.16,125.4,7.985,8.075,7.965,7.995,7.96,465487,180.48,263.392,Action,51,PG,500,NO
38200,133.835,91.2,0.417,33963.27,153.3,8.225,8.33,8.12,8.235,6.96,435929,171.64,243.056,Comedy,57,PG,596,YES
41200,116.7134,91.2,0.417,32802.275,126.7,8.32,8.575,8.42,8.385,6.96,451515,168.24,223.296,Comedy,44,PG,621,NO
30400,23.0172,110.48,0.391,30296.97,166.2,8.95,9.215,9.02,9.175,7.98,411264,120.08,282.432,Comedy,28,PG,605,NO
14000,23.6674,110.48,0.391,30074.77,171.8,8.96,9.235,9.03,9.26,6.98,351221,196.8,301.12,Comedy,29,PG,659,NO
16200,24.1492,110.48,0.391,28291.615,171.5,9.015,9.2,9.025,9.115,7.98,286130,183.24,201.296,Action,49,PG,628,YES
27200,22.1148,110.48,0.391,33235.565,172.3,9.02,9.155,8.97,9.12,6.98,382738,141.44,282.176,Comedy,47,PG,563,NO
40200,22.2264,110.48,0.391,33235.565,157,8.875,9.09,8.94,8.88,6.98,434825,178.04,263.216,Thriller,57,PG,623,YES
43600,23.4662,74.38,0.415,31702.385,127.5,8.65,8.865,8.79,8.93,8.16,441556,118.72,283.488,Thriller,31,PG,581,YES
49000,25.5914,74.38,0.415,32918.93,116.1,8.725,8.93,8.805,8.78,7.16,462430,175.8,223.92,Thriller,47,PG,546,YES
46200,23.5798,74.38,0.415,31496.85,102.3,8.46,8.755,8.465,8.72,8.16,394787,169.24,283.696,Action,55,PG,556,NO
39400,25.792,74.38,0.415,29941.45,146.4,8.57,8.695,8.51,8.63,7.16,380129,,243.152,Thriller,44,PG,611,NO
36600,25.3676,74.38,0.415,32185.67,144.1,8.48,8.705,8.47,8.56,7.16,426044,107.32,282.928,Drama,55,PG,580,YES
42400,24.7824,74.38,0.415,33435.545,138.8,8.66,8.875,8.71,8.94,7.16,450933,116.48,283.392,Thriller,32,PG,546,YES
35000,23.5566,74.38,0.415,30935.795,147,8.77,8.805,8.755,8.87,7.16,414921,197,282.8,Drama,47,PG,635,NO
33600,24.4876,74.38,0.415,33479.985,153.2,8.68,8.765,8.59,8.97,7.16,442908,124.72,282.688,Drama,54,PG,525,NO
44800,21.2526,78.86,0.427,36624.115,142.6,8.68,8.775,8.62,8.97,6.8,492480,186.96,243.584,Action,27,PG,561,NO
41200,20.9054,78.86,0.427,33996.6,150.2,8.78,8.945,8.77,8.93,7.8,482875,132.24,263.296,Action,20,PG,600,YES
47800,21.2152,78.86,0.427,38751.68,164.5,8.83,8.97,8.855,9.01,7.8,532239,109.56,243.824,Comedy,31,PG,576,NO
44000,22.1918,78.86,0.427,37740.67,162.8,8.73,8.845,8.8,8.845,6.8,496077,158.8,303.52,Comedy,47,PG,607,YES
38000,20.9482,78.86,0.427,33496.65,154.3,8.64,8.88,8.68,8.79,6.8,518438,205.6,203.04,Comedy,45,PG,604,YES
